매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대,분기,총 상주인구 수,총 가구 수,총_직장인구_수,시간대_생활인구_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,지하철역_수,평일_생활인구_평균,주말_생활인구_평균,상권내_총_아파트_세대_수,배후지_총_아파트_세대_수,면적당_버스정류장_수,면적당_점포_수,면적당_집객시설_수,직장인구/상주인구
83827.343,2021,골목상권,2110977,논현로18길,2,4,691,340,148,33112,0,0,0,0,17287,0,0,0,23469,20053.5,126,2868.584391,0,5.20622433,0,0.214182344
74646.53986,2021,골목상권,2110980,개포지구대옆,2,4,2629,1125,663,120973,0,0,0,0,85827,0,0,0,87770.4,79146.5,697,2868.883516,0,0.349540354,0.116513451,0.252187143
177541.7138,2021,골목상권,2110981,국악고교사거리,2,4,2118,907,361,81402,0,0,0,0,67409,0,0,0,60837.8,56225.5,608,2869.105874,0.148348143,1.335133291,0.296696287,0.170443815
89076.03986,2021,골목상권,2110982,강남구보훈회관,2,4,827,406,166,39363,0,0,0,0,19865,0,0,0,24412,25074.5,206,2868.902114,0,1.510193808,0.503397936,0.200725514
382881.6812,2021,골목상권,2110983,국립국악고등학교,2,4,2703,1231,783,89074,1,0,0,0,56041,8105,0,0,61671.2,60118,626,2868.365488,0.178440784,0.535322353,0.535322353,0.289678135
171195.25,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),2,4,4267,1912,1556,257999,0,0,0,0,137097,4144,0,0,155329,154020.5,1094,2868.553734,0.072941056,0.510587394,0.729410563,0.364659011
229094.4457,2021,골목상권,2110985,청담근린공원,2,4,956,480,1338,45847,0,0,0,0,43265,0,0,0,30440.8,27609.5,246,2868.613905,0,0.693401133,0.231133711,1.39958159
74118.5157,2021,골목상권,2110989,대치동아우편취급국,2,4,1588,904,444,143514,1,0,0,0,40587,0,0,0,107192.2,85297.5,687,2868.91759,0,2.217458792,0.24638431,0.279596977
89850.67391,2021,골목상권,2110992,도곡초등학교,2,4,7894,3681,2179,383408,3,0,0,0,138866,0,0,0,272536.4,302983.5,1970,2868.256125,0,1.296213616,0.216035603,0.27603243
95191.98188,2021,골목상권,2110994,개포고등학교,2,4,1777,797,494,101669,1,0,0,0,61589,0,0,0,63553.4,59036.5,360,2866.860613,0,0.974199938,2.922599815,0.277996624
73085.57246,2021,골목상권,2110995,봉은사역 4번,2,4,2802,1097,5085,117981,0,0,0,0,122756,8262,0,0,74365.2,72742.5,893,2867.353735,0.081462413,0.24438724,0.407312066,1.814775161
110311.4964,2021,골목상권,2110996,대치2동주민센터,2,4,1430,682,1959,147947,2,0,0,0,112840,21608,0,0,109460.6,110594.5,240,2867.195964,0.088621056,0.265863169,0.708968451,1.36993007
224800.8276,2021,골목상권,2110997,대청초등학교,2,4,7187,3441,1724,444315,1,0,0,0,236963,150543,0,0,307157,294304.5,982,2866.612333,0.422006811,0.886214303,1.89903065,0.239877557
330527.5471,2021,골목상권,2110999,윗방죽마을공원,2,4,3177,2401,268,13655,0,1,0,0,239796,71358,0,0,9611,9321.5,17,2865.970172,0.208510567,0.250212681,0.417021135,0.084356311
8705.054348,2021,골목상권,2111000,대왕초등학교(세곡동사거리서남측),2,4,444,201,39,3250,0,0,0,0,52892,3698,0,0,3500.4,2519.5,0,2866.209928,0.189064509,0.567193526,0.567193526,0.087837838
107539.2174,2021,골목상권,2111002,한국교통안전공단 강남자동차검사소,2,4,317,0,317,279,0,0,0,0,59240,6477,0,0,178.8,130.5,0,2866.992156,0.168804862,0.506414585,0.844024308,1
100632,2022,골목상권,2110963,역삼월드메르디앙아파트,2,1,1684,860,780,81875,0,0,0,1,40391,0,0,0,57959,50777,596,2866.992156,0,0.742739719,0.247579906,0.463182898
415433.3926,2022,골목상권,2110983,국립국악고등학교,2,1,2703,1231,783,91112,1,0,0,0,56041,7415,0,0,62890.2,61365.5,626,2866.700004,0.178440784,0.535322353,0.535322353,0.289678135
73729.90741,2022,골목상권,2110995,봉은사역 4번,2,1,2802,1097,5085,111761,0,0,0,0,122756,6674,0,0,71562.2,68493.5,893,2866.887484,0.081462413,0.24438724,0.407312066,1.814775161
178130.4222,2022,골목상권,2110958,역삼역 4번,2,1,861,544,994,76644,0,0,0,0,73119,0,0,0,58208.4,36094,280,2866.729586,0,0.410290075,0.547053433,1.154471545
425834.2741,2022,골목상권,2110999,윗방죽마을공원,2,1,3177,2401,268,13669,0,1,0,0,239796,65355,0,0,9660.6,9407,17,2867.250549,0.166808454,0.12510634,0.417021135,0.084356311
587810.5704,2022,골목상권,2110957,언북중학교,2,1,1761,1088,1251,203017,0,0,0,0,94815,0,0,0,148880.2,99452,532,2867.490735,0,0.316405632,0.738279808,0.710391823
239999.5639,2022,골목상권,2110961,언주역 3번,2,1,2163,1335,962,179872,1,0,0,0,63031,0,0,0,129215,96803,684,2868.149202,0,0.634608367,0.158652092,0.444752658
253504.863,2022,골목상권,2110985,청담근린공원,2,1,956,480,1338,44471,0,0,0,0,43265,0,0,0,29226.4,25309,246,2867.855462,0,0.693401133,0.231133711,1.39958159
308855.8937,2022,골목상권,2110971,선정릉역 4번,2,1,3870,2549,1542,149617,0,1,0,0,133221,0,0,0,100296.4,85595.5,1728,2868.158708,0,0.525442685,0.075063241,0.398449612
123604.8981,2022,골목상권,2110965,언주역 6번,2,1,2245,1500,1139,180185,0,0,0,2,65107,0,0,0,125838.2,100572,706,2867.442658,0,0.921559894,0.307186631,0.507349666
520647.9259,2022,골목상권,2110949,한남IC,2,1,564,281,1683,66649,0,0,0,0,62126,0,0,0,51430.2,45089.5,96,2867.381271,0,0.482889611,0.482889611,2.984042553
97965.93704,2022,골목상권,2110980,개포지구대옆,2,1,2629,1125,663,126801,0,0,0,0,85827,0,0,0,91293,83717,697,2867.580602,0,0.349540354,0.116513451,0.252187143
362423.6598,2022,골목상권,2110955,논현초등학교,2,1,7089,4515,3430,669447,0,0,0,0,190912,0,0,0,433774.8,410537,2138,2867.802329,0,0.680942005,0.62856185,0.483848216
363417.0333,2022,골목상권,2110981,국악고교사거리,2,1,2118,907,361,83854,0,0,0,0,67409,0,0,0,61618,57653.5,608,2866.658033,0,0.593392574,0.296696287,0.170443815
205569.2556,2022,골목상권,2110977,논현로18길,2,1,691,340,148,32525,0,0,0,0,17287,0,0,0,23043,19855.5,126,2866.453346,0,1.73540811,0,0.214182344
197131.2083,2022,골목상권,2110992,도곡초등학교,2,1,7894,3681,2179,395595,3,0,0,0,138866,0,0,0,281739,310090.5,1970,2866.751467,0,0.57609494,0.216035603,0.27603243
177768.3444,2022,골목상권,2110960,은광여고,2,1,727,422,1522,22245,0,0,0,0,25543,0,0,0,13817.2,12843.5,239,2865.35591,0,1.174490076,1.174490076,2.093535076
122112.937,2022,골목상권,2110952,논현목련공원,2,1,868,571,117,45124,0,0,0,0,21629,0,0,0,29189.4,29033.5,258,2865.639941,0,1.387026677,0.924684451,0.134792627
101183.5185,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,2,1,317,0,317,765,0,0,0,0,59240,6226,0,0,478.8,414,0,2865.838553,0.168804862,0.506414585,0.844024308,1
71797.58148,2022,골목상권,2110982,강남구보훈회관,2,1,827,406,166,49376,0,0,0,0,19865,0,0,0,30308.4,31289,206,2865.838553,0,1.510193808,0.503397936,0.200725514
81590.6037,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,2,1,1921,1003,2628,72885,0,0,0,0,46603,0,0,0,46917.8,42449,634,2865.301105,0,0.643735382,0.429156921,1.36803748
448473.1678,2022,골목상권,2110997,대청초등학교,2,1,7187,3441,1724,449163,1,0,0,0,236963,102457,0,0,307220,299068,982,2864.972853,0.37980613,0.422006811,1.89903065,0.239877557
329387.4111,2022,골목상권,2110975,매봉역 1번,2,1,890,353,10837,62101,0,0,0,0,52363,33637,563619,1,43997.2,39542,250,2864.330545,0.190974543,1.145847259,2.291694517,12.17640449
58885.37037,2022,골목상권,2110951,신사은행나무공원,2,1,979,574,273,93016,0,0,0,0,29000,0,0,0,71785.2,59790.5,177,2864.668971,0,1.034482759,0.344827586,0.278855975
164982.3694,2022,골목상권,2110989,대치동아우편취급국,2,1,1588,904,444,128102,1,0,0,0,40587,0,0,0,95933.2,76301,687,2865.384654,0,0.985537241,0.24638431,0.279596977
179319.963,2022,골목상권,2110994,개포고등학교,2,1,1777,797,494,99879,1,0,0,0,61589,0,0,0,62578.6,60476.5,360,2864.722277,0,0.487099969,2.922599815,0.277996624
91267.88889,2022,골목상권,2110974,언주중학교,2,1,1513,796,292,130107,0,0,0,0,35150,0,0,0,91851.6,81744,572,2865.214108,0,1.706970128,0.568990043,0.192994052
189818.519,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),2,1,4267,1912,1556,263664,0,0,0,0,137097,3877,0,0,158927.6,160715.5,1094,2864.932908,0.072941056,0.510587394,0.729410563,0.364659011
169642.6519,2022,골목상권,2110976,언북초등학교,2,1,2022,1080,578,134830,1,0,0,0,55724,0,0,0,93960.2,90188,528,2864.991533,0,0.538367669,0.358911779,0.285855589
134170.9074,2022,골목상권,2110959,신구중학교,2,1,361,170,271,9660,0,0,0,0,35959,0,0,0,7379.6,6219,82,2864.972529,0,0.83428349,0.83428349,0.750692521
319726.8111,2022,골목상권,2110967,역삼역 8번,2,1,1279,864,377,138617,0,0,0,0,68671,0,0,0,98743,74827,404,2865.832906,0,0.582487513,0.436865635,0.294761532
124456.6,2022,골목상권,2110996,대치2동주민센터,2,1,1430,682,1959,159254,2,0,0,0,112840,18392,0,0,118306.4,118729.5,240,2865.985254,0.088621056,0.265863169,0.708968451,1.36993007
72593.9011,2022,골목상권,2110951,신사은행나무공원,2,2,979,574,273,102681,0,0,0,0,29000,0,0,0,81077.6,66540.5,177,2865.401605,0,1.034482759,0.344827586,0.278855975
118589.9963,2022,골목상권,2110996,대치2동주민센터,2,2,1430,682,1959,153671,2,0,0,0,112840,19078,0,0,114859.2,118080.5,240,2866.11759,0.088621056,0.265863169,0.708968451,1.36993007
135656.4908,2022,골목상권,2110963,역삼월드메르디앙아파트,2,2,1684,860,780,79074,0,0,0,1,40391,0,0,0,56863.4,48078.5,596,2865.533996,0,0.742739719,0.247579906,0.463182898
123768.4615,2022,골목상권,2110974,언주중학교,2,2,1513,796,292,136988,0,0,0,0,35150,0,0,0,96402.8,83038.5,572,2865.241362,0,1.706970128,0.568990043,0.192994052
224482.843,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),2,2,4267,1912,1556,262834,0,0,0,0,137097,4312,0,0,158848,153832,1094,2864.960173,0.072941056,0.510587394,0.729410563,0.364659011
87267.08425,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,2,2,1921,1003,2628,73609,0,0,0,0,46603,0,0,0,47276,41062.5,634,2865.01881,0,0.643735382,0.429156921,1.36803748
565110.2711,2022,골목상권,2110957,언북중학교,2,2,1761,1088,1251,213644,0,0,0,0,94815,0,0,0,160136,100033,532,2864.690441,0,0.316405632,0.738279808,0.710391823
378960.7473,2022,골목상권,2110967,역삼역 8번,2,2,1279,864,377,148359,0,0,0,0,68671,0,0,0,106872.8,78545,404,2865.34748,0,0.582487513,0.436865635,0.294761532
606042.2308,2022,골목상권,2110949,한남IC,2,2,564,281,1683,69939,0,0,0,0,62126,0,0,0,56551.8,50028.5,96,2865.499627,0,0.482889611,0.482889611,2.984042553
296687.3626,2022,골목상권,2110961,언주역 3번,2,2,2163,1335,962,227835,1,0,0,0,63031,0,0,0,160544.2,121245.5,684,2865.698098,0,0.634608367,0.158652092,0.444752658
76928.663,2022,골목상권,2110995,봉은사역 4번,2,2,2802,1097,5085,115194,0,0,0,0,122756,5706,0,0,72894.4,71857,893,2865.403467,0.081462413,0.24438724,0.407312066,1.814775161
149582.9048,2022,골목상권,2110952,논현목련공원,2,2,868,571,117,40675,0,0,0,0,21629,0,0,0,26803.8,25753.5,258,2865.245022,0,1.387026677,0.924684451,0.134792627
313463.0256,2022,골목상권,2110976,언북초등학교,2,2,2022,1080,578,158094,1,0,0,0,55724,0,0,0,107213.8,102828,528,2865.443388,0,0.538367669,0.358911779,0.285855589
244663.0824,2022,골목상권,2110965,언주역 6번,2,2,2245,1500,1139,189108,0,0,0,2,65107,0,0,0,130490.2,101426.5,706,2865.424571,0,0.614373262,0.307186631,0.507349666
226510.8489,2022,골목상권,2110992,도곡초등학교,2,2,7894,3681,2179,367160,3,0,0,0,138866,0,0,0,263858,302590,1970,2865.362375,0,0.57609494,0.216035603,0.27603243
240670.6557,2022,골목상권,2110960,은광여고,2,2,727,422,1522,24312,0,0,0,0,25543,0,0,0,15457.8,12725.5,239,2863.966821,0,1.174490076,1.174490076,2.093535076
121017.348,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,2,2,317,0,317,648,0,0,0,0,59240,6646,0,0,353.4,304.5,0,2864.250161,0.168804862,0.506414585,0.844024308,1
485244.4835,2022,골목상권,2110999,윗방죽마을공원,2,2,3177,2401,268,13883,0,1,0,0,239796,71986,0,0,9668.4,9291,17,2864.250161,0.166808454,0.166808454,0.417021135,0.084356311
282964.6227,2022,골목상권,2110985,청담근린공원,2,2,956,480,1338,42956,0,0,0,0,43265,0,0,0,27988.2,24675,246,2864.48891,0,0.693401133,0.231133711,1.39958159
189007.9267,2022,골목상권,2110959,신구중학교,2,2,361,170,271,12127,0,0,0,0,35959,0,0,0,9135.6,7727,82,2864.790516,0,0.83428349,0.83428349,0.750692521
428321.6154,2022,골목상권,2110997,대청초등학교,2,2,7187,3441,1724,410181,1,0,0,0,236963,119837,0,0,282580.6,278253.5,982,2865.650462,0.37980613,0.464207492,1.89903065,0.239877557
430612.6593,2022,골목상권,2110975,매봉역 1번,2,2,890,353,10837,75001,0,0,0,0,52363,41105,660299,1,51920.6,45958,250,2865.008699,0.190974543,1.145847259,2.291694517,12.17640449
205474.7253,2022,골목상권,2110989,대치동아우편취급국,2,2,1588,904,444,137619,1,0,0,0,40587,0,0,0,105235,82760.5,687,2865.347266,0,0.985537241,0.24638431,0.279596977
453235.4918,2022,골목상권,2110955,논현초등학교,2,2,7089,4515,3430,664557,0,0,0,0,190912,0,0,0,430978.2,400407.5,2138,2864.685147,0,0.62856185,0.62856185,0.483848216
190720.9817,2022,골목상권,2110958,역삼역 4번,2,2,861,544,994,85285,0,0,0,0,73119,0,0,0,64629.6,39906.5,280,2863.540508,0,0.410290075,0.547053433,1.154471545
443543.9286,2022,골목상권,2110981,국악고교사거리,2,2,2118,907,361,86558,0,0,0,0,67409,0,0,0,63300.4,59493,608,2864.059724,0,0.593392574,0.296696287,0.170443815
243983.978,2022,골목상권,2110977,논현로18길,2,2,691,340,148,32030,0,0,0,0,17287,0,0,0,22991.2,19819,126,2863.854133,0,1.73540811,0,0.214182344
85265.88645,2022,골목상권,2110982,강남구보훈회관,2,2,827,406,166,45459,0,0,0,0,19865,0,0,0,29047.2,29909,206,2864.150935,0,1.510193808,0.503397936,0.200725514
415021.0487,2022,골목상권,2110971,선정릉역 4번,2,2,3870,2549,1542,150798,0,1,0,0,133221,0,0,0,101191.8,84309,1728,2863.613012,0,0.525442685,0.075063241,0.398449612
256857.3187,2022,골목상권,2110994,개포고등학교,2,2,1777,797,494,112255,1,0,0,0,61589,0,0,0,70121,64280,360,2862.895677,0,0.487099969,2.922599815,0.277996624
456791.4469,2022,골목상권,2110983,국립국악고등학교,2,2,2703,1231,783,94449,1,0,0,0,56041,8966,0,0,66689.2,63065.5,626,2863.38655,0.178440784,0.535322353,0.535322353,0.289678135
94117.65934,2022,골목상권,2110980,개포지구대옆,2,2,2629,1125,663,133488,0,0,0,0,85827,0,0,0,96253.8,87869.5,697,2863.572507,0,0.349540354,0.116513451,0.252187143
45364.97464,2022,골목상권,2110958,역삼역 4번,2,3,861,544,994,87940,0,0,0,0,73119,0,0,0,66731.2,39986.5,280,2863.792396,0,0.410290075,0.547053433,1.154471545
484575.4534,2022,골목상권,2110971,선정릉역 4번,2,3,3870,2549,1542,151387,0,1,0,0,133221,0,0,0,102233.2,83171,1728,2864.311716,0,0.525442685,0.075063241,0.398449612
229987.7391,2022,골목상권,2110994,개포고등학교,2,3,1777,797,494,109376,1,0,0,0,61589,0,0,0,68296.6,64577.5,360,2863.594669,0,0.487099969,2.922599815,0.277996624
76324.28623,2022,골목상권,2110995,봉은사역 4번,2,3,2802,1097,5085,116197,0,0,0,0,122756,4929,0,0,73344.4,71410.5,893,2864.085831,0.081462413,0.24438724,0.407312066,1.814775161
124879.0362,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,2,3,317,0,317,255,0,0,0,0,59240,6167,0,0,152.4,183,0,2863.926907,0.168804862,0.506414585,0.844024308,1
142110.1721,2022,골목상권,2110974,언주중학교,2,3,1513,796,292,131953,0,0,0,0,35150,0,0,0,93412.4,79380.5,572,2863.926907,0,1.706970128,0.568990043,0.192994052
620148,2022,골목상권,2110957,언북중학교,2,3,1761,1088,1251,203441,0,0,0,0,94815,0,0,0,153791.6,95044.5,532,2863.645407,0,0.316405632,0.738279808,0.710391823
279457.0761,2022,골목상권,2110985,청담근린공원,2,3,956,480,1338,45229,0,0,0,0,43265,0,0,0,29528.6,24506,246,2864.301472,0,0.693401133,0.231133711,1.39958159
174597.9601,2022,골목상권,2110952,논현목련공원,2,3,868,571,117,39901,0,0,0,0,21629,0,0,0,26350.6,25027.5,258,2864.602876,0,1.387026677,0.924684451,0.134792627
228411.0299,2022,골목상권,2110965,언주역 6번,2,3,2245,1500,1139,188723,0,0,0,2,65107,0,0,0,129345.6,100160.5,706,2864.800814,0,0.614373262,0.307186631,0.507349666
149112.308,2022,골목상권,2110996,대치2동주민센터,2,3,1430,682,1959,166665,2,0,0,0,112840,18024,0,0,123772.8,126785,240,2864.738412,0.088621056,0.265863169,0.708968451,1.36993007
284688.8442,2022,골목상권,2110976,언북초등학교,2,3,2022,1080,578,159810,1,0,0,0,55724,0,0,0,108666,101546.5,528,2864.15473,0,0.538367669,0.358911779,0.285855589
10385.54076,2022,골목상권,2110963,역삼월드메르디앙아파트,2,3,1684,860,780,82625,0,0,0,1,40391,0,0,0,58039.4,49180,596,2864.135397,0,0.990319626,0.247579906,0.463182898
84448.51449,2022,골목상권,2110980,개포지구대옆,2,3,2629,1125,663,128730,0,0,0,0,85827,0,0,0,92920.8,83487,697,2863.842427,0,0.349540354,0.116513451,0.252187143
390369.4293,2022,골목상권,2110967,역삼역 8번,2,3,1279,864,377,138034,0,0,0,0,68671,0,0,0,98422.2,71085.5,404,2864.062337,0,0.582487513,0.436865635,0.294761532
259831.8551,2022,골목상권,2110960,은광여고,2,3,727,422,1522,23564,0,0,0,0,25543,0,0,0,15151.6,12629,239,2864.213828,0,1.174490076,1.174490076,2.093535076
231802.6087,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),2,3,4267,1912,1556,251960,0,0,0,0,137097,4388,0,0,155511.6,148516.5,1094,2864.497037,0.072941056,0.510587394,0.729410563,0.364659011
221138.4837,2022,골목상권,2110989,대치동아우편취급국,2,3,1588,904,444,131199,1,0,0,0,40587,0,0,0,101138.4,76467.5,687,2864.555434,0,0.985537241,0.24638431,0.279596977
535164.029,2022,골목상권,2110983,국립국악고등학교,2,3,2703,1231,783,90515,1,0,0,0,56041,8904,0,0,64581.8,60197,626,2863.893261,0.178440784,0.535322353,0.535322353,0.289678135
256176.9565,2022,골목상권,2110977,논현로18길,2,3,691,340,148,30064,0,0,0,0,17287,0,0,0,21618.2,17683.5,126,2864.07935,0,1.73540811,0,0.214182344
118400.7572,2022,골목상권,2110982,강남구보훈회관,2,3,827,406,166,45368,0,0,0,0,19865,0,0,0,29350.2,29180,206,2864.376123,0,1.510193808,0.503397936,0.200725514
335643.9484,2022,골목상권,2110961,언주역 3번,2,3,2163,1335,962,227760,1,0,0,0,63031,0,0,0,160854.6,118489.5,684,2863.838515,0,0.634608367,0.158652092,0.444752658
142994.3007,2022,골목상권,2110959,신구중학교,2,3,361,170,271,21537,0,0,0,0,35959,0,0,0,16065.2,12912,82,2863.543359,0,0.83428349,0.83428349,0.750692521
625739.3732,2022,골목상권,2110949,한남IC,2,3,564,281,1683,66160,0,0,0,0,62126,0,0,0,54217.6,46825,96,2864.402436,0,0.482889611,0.482889611,2.984042553
257148.4946,2022,골목상권,2110992,도곡초등학교,2,3,7894,3681,2179,396172,3,0,0,0,138866,0,0,0,280480.8,317365.5,1970,2864.600291,0,0.57609494,0.216035603,0.27603243
513927.0109,2022,골목상권,2110955,논현초등학교,2,3,7089,4515,3430,644190,0,0,0,0,190912,0,0,0,421422.2,381863.5,2138,2863.205574,0,0.62856185,0.62856185,0.483848216
585056.6174,2022,골목상권,2110997,대청초등학교,2,3,7187,3441,1724,386752,1,0,0,0,236963,122109,0,0,266635.8,257472,982,2862.060797,0.37980613,0.422006811,1.89903065,0.239877557
556908.8457,2022,골목상권,2110999,윗방죽마을공원,2,3,3177,2401,268,14778,0,1,0,0,239796,71015,0,0,10306.8,9907.5,17,2861.417818,0.166808454,0.208510567,0.417021135,0.084356311
412448.8678,2022,골목상권,2110975,매봉역 1번,2,3,890,353,10837,72344,0,0,0,0,52363,40197,661655,1,50895.4,43358.5,250,2861.655299,0.190974543,1.145847259,2.291694517,12.17640449
80154.25362,2022,골목상권,2110951,신사은행나무공원,2,3,979,574,273,103783,0,0,0,0,29000,0,0,0,81173.2,64382,177,2861.992342,0,1.034482759,0.344827586,0.278855975
84620.00725,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,2,3,1921,1003,2628,73252,0,0,0,0,46603,0,0,0,47254.2,41538.5,634,2862.70633,0,0.643735382,0.429156921,1.36803748
473670.413,2022,골목상권,2110981,국악고교사거리,2,3,2118,907,361,89451,0,0,0,0,67409,0,0,0,65156.2,59805.5,608,2862.377278,0,0.593392574,0.296696287,0.170443815
545983.9848,2022,골목상권,2110999,윗방죽마을공원,2,4,3177,2401,268,15517,0,1,0,0,239796,71608,0,0,10775,10198.5,17,2862.171078,0.166808454,0.208510567,0.417021135,0.084356311
337750.8043,2022,골목상권,2110975,매봉역 1번,2,4,890,353,10837,74166,0,0,0,0,52363,41216,688202,1,50729.4,44563.5,250,2862.40887,0.190974543,1.145847259,2.291694517,12.17640449
96608.31884,2022,골목상권,2110982,강남구보훈회관,2,4,827,406,166,41500,0,0,0,0,19865,0,0,0,28116.2,28115,206,2862.746224,0,1.510193808,0.503397936,0.200725514
151619.4167,2022,골목상권,2110959,신구중학교,2,4,361,170,271,23037,0,0,0,0,35959,0,0,0,16556,13860,82,2862.207944,0,0.83428349,0.83428349,0.750692521
115234.8261,2022,골목상권,2111002,한국교통안전공단 강남자동차검사소,2,4,317,0,317,492,0,0,0,0,59240,5711,0,0,250.8,201,0,2863.066469,0.168804862,0.506414585,0.844024308,1
73352.17391,2022,골목상권,2110972,강남세브란스병원미래의학연구센터,2,4,1921,1003,2628,70668,0,0,0,0,46603,0,0,0,45857.6,40888,634,2863.066469,0,0.643735382,0.429156921,1.36803748
85931.97826,2022,골목상권,2110951,신사은행나무공원,2,4,979,574,273,98768,0,0,0,0,29000,0,0,0,78160.2,63042.5,177,2862.737701,0,1.034482759,0.344827586,0.278855975
205830.0299,2022,골목상권,2110989,대치동아우편취급국,2,4,1588,904,444,123385,1,0,0,0,40587,0,0,0,97563,72549.5,687,2863.451702,0,0.985537241,0.24638431,0.279596977
72569.22101,2022,골목상권,2110980,개포지구대옆,2,4,2629,1125,663,137108,0,0,0,0,85827,0,0,0,94710,86547,697,2862.789347,0,0.349540354,0.116513451,0.252187143
168583.9928,2022,골목상권,2110952,논현목련공원,2,4,868,571,117,38425,0,0,0,0,21629,0,0,0,25776.4,24513.5,258,2863.008732,0,1.387026677,0.924684451,0.134792627
113882.8569,2022,골목상권,2110974,언주중학교,2,4,1513,796,292,126672,0,0,0,0,35150,0,0,0,89167.6,75204,572,2863.205931,0,1.706970128,0.568990043,0.192994052
222841.3354,2022,골목상권,2110984,포이초등학교(개포목련어린이공원),2,4,4267,1912,1556,243200,0,0,0,0,137097,4172,0,0,148041,145077.5,1094,2862.92425,0.072941056,0.510587394,0.729410563,0.364659011
246267.3986,2022,골목상권,2110977,논현로18길,2,4,691,340,148,29297,0,0,0,0,17287,0,0,0,20613,17431,126,2862.981974,0,1.73540811,0,0.214182344
291309.808,2022,골목상권,2110985,청담근린공원,2,4,956,480,1338,42766,0,0,0,0,43265,0,0,0,28945.8,24705.5,246,2863.278172,0,0.693401133,0.231133711,1.39958159
308673.8696,2022,골목상권,2110967,역삼역 8번,2,4,1279,864,377,118559,0,0,0,0,68671,0,0,0,86474.4,63040.5,404,2863.579029,0,0.582487513,0.436865635,0.294761532
133369.8188,2022,골목상권,2110996,대치2동주민센터,2,4,1430,682,1959,155215,2,0,0,0,112840,15088,0,0,116378,121391.5,240,2863.730258,0.088621056,0.265863169,0.708968451,1.36993007
73595.47464,2022,골목상권,2110995,봉은사역 4번,2,4,2802,1097,5085,112919,0,0,0,0,122756,4156,0,0,71383.2,68689.5,893,2863.146401,0.081462413,0.24438724,0.407312066,1.814775161
400887.0136,2022,골목상권,2110981,국악고교사거리,2,4,2118,907,361,86632,0,0,0,0,67409,0,0,0,63381.2,58668,608,2862.98722,0,0.593392574,0.296696287,0.170443815
521419.7572,2022,골목상권,2110957,언북중학교,2,4,1761,1088,1251,202839,0,0,0,0,94815,0,0,0,154003.8,94870,532,2862.781357,0,0.316405632,0.738279808,0.710391823
238789.5516,2022,골목상권,2110965,언주역 6번,2,4,2245,1500,1139,198038,0,0,0,2,65107,0,0,0,134377.2,108638.5,706,2863.436795,0,0.614373262,0.307186631,0.507349666
581195.8442,2022,골목상권,2110949,한남IC,2,4,564,281,1683,68392,0,0,0,0,62126,0,0,0,55648.2,49653,96,2863.373856,0,0.482889611,0.482889611,2.984042553
102083.2935,2022,골목상권,2110963,역삼월드메르디앙아파트,2,4,1684,860,780,83263,0,0,0,1,40391,0,0,0,57678,50252.5,596,2863.571205,0,0.742739719,0.247579906,0.463182898
197191.779,2022,골목상권,2110960,은광여고,2,4,727,422,1522,21874,0,0,0,0,25543,0,0,0,14586.8,11836.5,239,2863.278124,0,1.174490076,1.174490076,2.093535076
511920.8696,2022,골목상권,2110997,대청초등학교,2,4,7187,3441,1724,382164,1,0,0,0,236963,119472,0,0,262808,258595.5,982,2863.560829,0.37980613,0.422006811,1.89903065,0.239877557
198341.2758,2022,골목상권,2110992,도곡초등학교,2,4,7894,3681,2179,333098,3,0,0,0,138866,0,0,0,239401,276851,1970,2862.918734,0,0.57609494,0.216035603,0.27603243
516938.1522,2022,골목상권,2110983,국립국악고등학교,2,4,2703,1231,783,91423,1,0,0,0,56041,8601,0,0,63810.4,60152.5,626,2861.523898,0.178440784,0.535322353,0.535322353,0.289678135
437318.3943,2022,골목상권,2110955,논현초등학교,2,4,7089,4515,3430,610227,0,0,0,0,190912,0,0,0,406867.6,373758,2138,2861.708933,0,0.576181696,0.62856185,0.483848216
193016.9384,2022,골목상권,2110958,역삼역 4번,2,4,861,544,994,88734,0,0,0,0,73119,0,0,0,67479,42078,280,2860.564011,0,0.410290075,0.547053433,1.154471545
256748.9058,2022,골목상권,2110976,언북초등학교,2,4,2022,1080,578,156932,1,0,0,0,55724,0,0,0,108094.2,102850.5,528,2861.08157,0,0.538367669,0.358911779,0.285855589
322903.1467,2022,골목상권,2110961,언주역 3번,2,4,2163,1335,962,220508,1,0,0,0,63031,0,0,0,155586.2,118025.5,684,2861.060977,0,0.634608367,0.158652092,0.444752658
450418.5093,2022,골목상권,2110971,선정릉역 4번,2,4,3870,2549,1542,145557,0,1,0,0,133221,0,0,0,99555,81935.5,1728,2860.764797,0,0.525442685,0.075063241,0.398449612
