매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
197870.6522,2020,골목상권,2110999,윗방죽마을공원,6,0,0,1,0,0,0,0,1,3125,2339,268,2,0,1,9,6,1,0,0,83595,10760,11690,11785,11655,11785,11609,12467,12603,4,0,1,0,0,239796,13356,12298,19183,15159,9404,14197,174.98825084373547,21.78654712557305,591.7452407317669,616.2782257450483,294.71171875961966,149.61280167899113,99.22564525506408,1091.7435380675847,15642,0,4,0
17458.65217,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,0,0,1,0,0,0,0,1,458,199,39,0,0,0,0,0,0,0,0,57606,11119,8276,8256,8381,8428,8519,8262,7483,5,0,0,0,0,52892,16071,4461,5997,8272,7097,15707,175.05502258769417,21.79552756544344,591.988746601813,616.511646283278,294.75364444748425,149.55658271843015,99.10455112697464,1091.631725840902,1796,0,1,0
147739.4964,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,0,0,1,0,0,0,0,1,317,0,317,0,0,0,0,0,0,0,0,174,21,6,9,3,9,15,51,81,3,0,0,0,0,59240,36,0,0,0,0,138,175.12594386658438,21.804511707061515,592.2327650464139,616.7488728481103,294.8265025037281,149.52672145821512,99.02256619339136,1091.9901890419906,2610,0,1,0
272615.7536,2020,골목상권,2110949,한남IC,6,0,0,1,0,0,0,0,0,564,281,1683,5,0,5,10,15,6,4,72,323114,49843,47125,48780,48994,47975,48406,43220,38617,3,0,0,0,0,62126,34658,70509,77353,60245,38818,41531,175.1259438665844,21.804511707061515,592.2327650464139,616.7488728481103,294.8265025037281,149.52672145821515,99.02256619339136,1091.9901890419906,0,0,0,0
101014.7138,2020,골목상권,2110951,신사은행나무공원,3,0,0,1,0,0,0,0,0,979,574,273,16,3,77,37,7,11,3,23,585157,81775,87289,90467,90217,86580,85167,76310,69127,1,0,0,0,0,29000,41772,132669,155138,115251,62043,78283,175.1659627968961,21.812259754736445,592.3725395684767,616.9432481562471,294.91130946808886,149.57720630430424,99.03905674394488,1091.6861058895563,0,0,0,0
101374.3768,2020,골목상권,2110952,논현목련공원,3,0,0,1,0,0,0,0,0,868,571,117,27,0,120,93,26,13,2,3,170562,18859,24780,24289,24404,24118,23868,23907,25198,2,0,0,0,0,21629,13922,42337,43317,29532,16830,24622,175.1940493081433,21.819598963535267,592.4616918303508,617.0602416659943,294.9821423108858,149.6034021041824,99.05431799517848,1092.0790544292718,0,0,0,0
73225.63043,2020,골목상권,2110954,국기원,3,0,0,1,0,0,0,0,0,448,303,636,3,0,28,2,3,0,0,1,399249,66747,56070,58490,58812,56365,60962,61707,46843,3,0,0,0,2,39798,31493,155081,97023,55711,30217,29723,175.1937172312204,21.827353227632315,592.3889525191972,616.8900975546081,295.05218027640325,149.61065525708895,99.05640053246532,1092.4598039366592,0,0,0,0
126055.4708,2020,골목상권,2110955,논현초등학교,29,0,0,1,0,0,0,0,0,7089,4515,3430,182,20,938,611,151,104,91,141,2766934,349163,406752,408399,407110,396807,392466,378189,377209,12,0,0,0,0,190912,167329,650985,788994,491528,281072,387025,175.24488893176894,21.83552271804337,592.5271432701322,617.0511565152817,295.15232538570547,149.65623031075893,99.07537721171232,1092.867080328887,0,0,0,0
201205.1685,2020,골목상권,2110957,언북중학교,6,0,0,1,0,0,0,0,0,1761,1088,1251,50,1,120,168,116,24,54,46,911555,155651,145508,149765,148757,141939,132790,100203,92596,7,0,0,0,0,94815,59241,188170,261882,188365,93549,120347,175.14651434954055,21.83092260379452,591.8512170827694,616.5670407989716,295.12972642624345,149.61076522230024,99.05727889165124,1093.1410263858827,0,0,0,0
195831.2464,2020,골목상권,2110958,역삼역 4번,3,0,0,1,0,0,0,0,0,861,544,994,29,4,151,61,24,8,16,26,374719,69025,61539,62787,62651,58430,55121,40434,33756,4,0,0,0,0,73119,18275,92855,105967,69599,42754,45269,175.18118534844848,21.83662137701405,592.0093758042702,616.5862278779987,295.1899364494928,149.65840047785125,99.07295968229468,1093.4925472043358,0,0,0,0
79182.55797,2020,골목상권,2110959,신구중학교,3,0,0,1,0,0,0,0,0,361,170,271,2,0,0,0,0,0,3,79,111995,19539,16984,17732,17440,16996,16571,14106,12166,3,0,0,0,0,35959,14693,17762,23172,21761,14012,20594,175.20309766214788,21.839438279105934,591.9698246612148,616.6239642718504,295.24975924984284,149.68504176358584,99.07999427631292,1093.9154942777618,0,0,0,0
136165.3551,2020,골목상권,2110960,은광여고,3,0,0,1,0,0,0,0,0,727,422,1522,16,21,106,42,8,21,7,34,103244,13678,15631,15582,15441,15033,14566,13317,13676,3,0,0,0,0,25543,15477,16350,22838,18746,11967,17867,175.25097697721262,21.84596462367912,592.182008354936,616.8504265562639,295.3508098304979,149.73600387391284,99.09238817589114,1094.1655624665864,0,0,0,0
166510.6273,2020,골목상권,2110961,언주역 3번,7,0,0,1,0,0,0,0,0,2163,1335,962,56,0,231,194,84,53,12,94,826077,129937,126655,128162,130947,124600,119649,102008,94055,1,1,0,0,0,63031,91452,155814,199850,163102,100184,115673,175.28404289273684,21.837248498678576,592.182495379392,616.9418358791138,295.4300643874944,149.72683041032565,99.11220374580292,1094.3131378940552,0,0,0,0
102989.9855,2020,골목상권,2110963,역삼월드메르디앙아파트,3,0,0,1,0,0,0,0,0,1684,860,780,45,3,173,147,100,27,13,133,413141,49161,61485,61696,61507,59738,58897,54269,55550,1,0,0,0,1,40391,61719,71685,90003,78635,48565,62532,175.2771553949588,21.841301753107366,592.076266494093,616.8206747072468,295.46938456235534,149.72218551144238,99.1283191985206,1094.3388128581648,0,0,0,0
138877.6214,2020,골목상권,2110965,언주역 6번,6,0,0,1,0,0,0,0,0,2245,1500,1139,65,14,323,214,91,41,17,6,826368,127812,126627,128917,128709,122740,118236,102633,98504,2,0,0,0,2,65107,42826,175297,255548,164160,93781,94757,175.27026505931602,21.83505589474441,592.0062525948323,616.7097643960426,295.4572170240621,149.69322885116694,99.10571034775772,1094.2969252656053,0,0,0,0
72917.98913,2020,골목상권,2110966,논현2동주민센터,6,0,0,1,0,0,0,0,0,2864,1577,1637,60,12,139,216,69,132,116,158,1680042,281709,260783,269008,270259,258115,247030,199853,174992,5,0,0,0,0,93544,132130,330431,426817,342916,201032,246716,175.2505989138934,21.830043556835367,591.7565641945829,616.6095212004909,295.45864150573664,149.70381526602114,99.12017499973456,1094.5665160877172,0,0,0,0
179401.5085,2020,골목상권,2110967,역삼역 8번,9,0,0,1,0,0,0,0,0,1279,864,377,33,3,211,83,61,9,4,22,612904,96360,95490,97785,98275,92809,89352,70926,68267,3,0,0,0,0,68671,37340,130207,185919,119194,71095,69148,175.27789623524234,21.832445717344974,591.9134478221868,616.746154707372,295.51857502098414,149.69833682154896,99.1090996701094,1094.3768030741564,0,0,0,0
274833.7705,2020,골목상권,2110971,선정릉역 4번,9,0,0,1,0,0,0,0,0,3870,2549,1542,131,34,725,636,125,68,27,48,882281,121996,133104,134249,134353,130637,126381,112704,110853,1,0,1,0,0,133221,48378,199468,251027,163293,102100,118017,175.26688589170516,21.827844335275486,591.6826746239265,616.6900138564068,295.5101360325297,149.71057346630445,99.12397774990754,1094.8046468331486,0,0,0,0
97453.09058,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,0,0,1,0,0,0,0,0,1921,1003,2628,55,0,223,122,169,90,16,4,246808,31144,37057,37036,37082,35917,34649,31986,33080,2,0,0,0,0,46603,32680,42646,51653,46158,32657,41015,175.199834752806,21.808407929974816,591.2787531878424,616.3520204546171,295.4679069991685,149.65647811132555,99.1194964881646,1094.9772074622515,0,0,0,0
132941.1051,2020,골목상권,2110974,언주중학교,6,0,0,1,0,0,0,0,0,1513,796,292,58,4,186,161,60,23,20,88,696813,87645,103055,103561,103551,100450,97925,93938,94333,2,0,0,0,0,35150,104685,115829,159392,135734,77523,103650,175.18261177577787,21.802972580955444,591.1972858426375,616.3315639323487,295.4029988438324,149.61307328154038,99.09564790822566,1094.9244580627717,0,0,0,0
246792.7011,2020,골목상권,2110975,매봉역 1번,6,0,0,1,0,0,0,0,0,890,353,10837,25,1,20,49,10,9,19,142,273955,40006,40245,40402,40236,38954,38181,37306,38630,12,0,0,0,0,52363,27556,46202,45547,42082,47939,64629,175.16043732657138,21.80783577526156,591.1335022768536,616.3308764844428,295.4221183324372,149.624862763733,99.11464075862048,1094.6615509585538,42236,184145,3,1
82725.93116,2020,골목상권,2110976,언북초등학교,6,0,0,1,0,0,0,0,0,2022,1080,578,56,0,63,179,110,70,55,51,777475,119508,111967,117304,118093,113911,112731,106346,97123,2,1,0,0,0,55724,77178,143328,183855,148264,98209,126642,175.20047046926874,21.804460347068428,591.352345911908,616.5617503519683,295.5253000870035,149.67167976528378,99.13652565386506,1094.3964753718042,0,0,0,0
61333.35386,2020,골목상권,2110977,논현로18길,9,0,0,1,0,0,0,0,0,691,340,148,16,2,30,56,25,6,0,0,118841,18023,18066,18121,18206,17668,17359,15012,14411,0,0,0,0,0,17287,15001,16621,23960,22643,19376,21241,175.21621025932615,21.80520384123697,591.4645636069685,616.7074288646803,295.4896698027377,149.66495198603587,99.13246159356588,1094.1667252586485,0,0,0,0
60241.52536,2020,골목상권,2110980,개포지구대옆,3,0,0,1,0,0,0,0,0,2629,1125,663,77,9,153,231,220,22,12,54,574371,69792,86509,84979,85234,83833,81749,75698,76370,1,0,0,0,0,85827,79908,74970,91967,107280,96496,123748,175.2039384052921,21.78987842048759,591.4725836166953,616.6520961200839,295.3872757647496,149.70272081668526,99.1605343012682,1094.594070427688,0,0,0,0
149305.7041,2020,골목상권,2110981,국악고교사거리,9,0,0,1,0,0,0,0,0,2118,907,361,55,14,127,219,196,12,12,0,462054,61166,67833,67430,67551,66882,66133,63498,62726,2,0,0,0,0,67409,70120,56345,85652,85247,78924,85766,175.18589305646856,21.779903092271887,591.4925558390344,616.6004488584935,295.31615391710426,149.7252600506435,99.19191482632024,1094.8427700858783,9837,0,4,0
65572.50362,2020,골목상권,2110982,강남구보훈회관,3,0,0,1,0,0,0,0,0,827,406,166,22,4,104,61,21,6,7,3,207897,25119,29732,29396,29384,29213,29575,29883,30715,1,0,0,0,0,19865,46116,24257,37539,47086,21099,31802,175.12910932884452,21.75591458921967,591.3427793890298,616.3522413796547,295.1222174333453,149.7342115380974,99.21135937301425,1095.2905833409611,0,0,0,0
643709.6014,2020,골목상권,2110983,국립국악고등학교,3,0,0,1,0,0,0,0,0,2703,1231,783,66,10,167,234,131,48,11,10,447422,50420,64545,64137,65306,64054,63656,62151,63575,3,1,0,0,0,56041,82692,56425,60783,78864,78442,90215,175.14605580982055,21.75828620627333,591.4203825119754,616.5031899751965,295.1919010828852,149.7732449997942,99.23493224461416,1094.3932988676777,0,0,0,0
124786.6268,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,0,0,1,0,0,0,0,0,4267,1912,1556,106,27,365,331,208,76,25,35,949896,102099,136923,135377,136772,136197,135918,133262,135447,10,0,0,0,0,137097,171401,106971,161033,170195,147067,193229,175.11850989132438,21.748297861076075,591.4024263449016,616.4201669797186,295.05436169313776,149.79746141718184,99.2618110794904,1094.801371920363,1748,0,1,0
195847.7101,2020,골목상권,2110985,청담근린공원,3,0,0,1,0,0,0,0,0,956,480,1338,27,0,14,44,37,37,5,102,281767,41144,41080,41899,42401,41336,39838,38851,36364,1,0,0,0,0,43265,23071,45146,63517,52351,38035,59648,175.0872443412178,21.736245243795924,591.3292505831978,616.3103277407321,294.91511750759724,149.7982020275721,99.28169645694382,1095.1704701370586,0,0,0,0
99643.64855,2020,골목상권,2110988,청담역 3번,3,0,0,1,0,0,0,0,0,1289,463,1594,21,0,0,2,2,4,13,324,209260,29897,30096,30397,30284,29861,28762,29906,29953,2,0,0,0,0,79185,28542,27429,36315,36945,29494,50537,175.12312701296946,21.74520125749341,591.5638320626306,616.5259479828997,294.99748879622825,149.83561373009684,99.30282612173862,1094.8858267378566,0,294365,0,1
73208.94082,2020,골목상권,2110989,대치동아우편취급국,9,0,0,1,0,0,0,0,0,1588,904,444,60,2,281,245,106,41,8,4,670891,103829,103453,103734,104099,99464,97034,82366,80742,1,1,0,0,0,40587,108527,109240,140875,141014,86423,84812,175.16932525236498,21.75333689872023,591.7919176959485,616.7395969107872,295.1050279345869,149.89240631919043,99.32643668050324,1094.5112432301262,0,0,0,0
86939.50845,2020,골목상권,2110992,도곡초등학교,18,0,0,1,0,0,0,0,0,7894,3681,2179,205,7,703,587,321,165,73,102,1843192,203939,254085,253802,253902,253710,259100,283426,285167,3,3,0,0,0,138866,571960,230019,222611,341711,238750,238139,175.12695579429015,21.75364729711278,591.509590509173,616.4139848781999,294.99135056661595,149.7650443110813,99.32368696343713,1094.7092289092486,0,0,0,0
62817.04529,2020,골목상권,2110994,개포고등학교,6,0,0,1,0,0,0,0,0,1777,797,494,57,2,93,116,60,31,3,57,594179,66775,85658,87201,87543,86231,83718,82191,81637,18,1,0,0,0,61589,111291,66211,80032,95579,91512,149555,175.00793105419714,21.75189766682729,591.1991288653779,616.1908344805396,294.8409555730298,149.67100436230135,99.28550142036477,1094.0424424357873,0,0,0,0
97851.77536,2020,골목상권,2110995,봉은사역 4번,3,0,0,1,0,0,0,0,0,2802,1097,5085,70,1,44,42,28,41,16,721,536986,64315,76568,76869,77248,76174,77013,76418,76697,5,0,0,0,0,122756,103215,64890,91727,100170,76011,100972,175.05078557873534,21.76003606718445,591.4044025072673,616.3969287675113,294.9377174006249,149.71990053220753,99.32517406207072,1093.9382160008618,3238,0,1,0
85168.11594,2020,골목상권,2110996,대치2동주민센터,3,0,0,1,0,0,0,0,0,1430,682,1959,65,0,6,18,40,80,45,336,717265,91531,103525,104076,104310,100985,101565,103473,99331,8,2,0,0,0,112840,251590,76358,70021,147471,93875,77952,175.06234338078676,21.768589852131782,591.6208855738132,616.6043440657262,295.0328709718653,149.7440949700041,99.33519679551203,1093.0313096209693,6976,0,1,0
167643.5921,2020,골목상권,2110997,대청초등학교,21,0,0,1,0,0,0,0,0,7187,3441,1724,133,0,139,432,164,37,28,36,2723812,277691,393417,395877,397164,390962,386405,378328,381660,45,1,0,0,0,236963,391874,358274,395975,422151,427842,727695,175.04712390957982,21.775499036248856,591.7773012662623,616.7174896545461,295.07944405426,149.73904515334564,99.3308025626301,1091.9740501688148,78492,0,13,0
173488.8351,2020,골목상권,2110999,윗방죽마을공원,6,0,0,1,0,0,0,0,0,3177,2401,268,2,0,1,5,10,0,1,0,82257,10652,11613,11577,11579,11414,11404,12217,12452,10,0,1,0,0,239796,13520,11289,18967,15001,9405,14075,175.03560644930357,21.78405919242366,591.939549845276,616.54926447517,294.9414462973808,149.61738839403515,99.28849963826364,1091.7074552162678,15444,0,4,0
12176.04348,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,0,0,1,0,0,0,0,0,444,201,39,0,0,0,0,0,0,0,0,53819,10537,7853,7758,8037,8016,8007,7452,6695,3,0,0,0,0,52892,15070,4252,5481,8140,6127,14751,175.09536566086075,21.793034906965243,592.1830354447178,616.7925892648178,295.0353653111004,149.57314339543362,99.20456412101532,1091.484837768891,1847,0,1,0
157064.0797,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,0,0,1,0,0,0,0,0,317,0,317,0,0,0,0,0,0,0,0,432,93,60,27,42,51,42,114,96,5,0,0,0,0,59240,75,0,0,12,0,345,175.16256605874327,21.802014319782288,592.4270333991656,617.0388985310992,295.13138317896653,149.54206516856726,99.1238902702205,1091.7808760209589,2561,0,1,0
222799.3981,2021,골목상권,2110949,한남IC,6,0,0,1,0,0,1,0,0,564,281,1683,5,0,5,10,15,6,4,72,310703,48074,45533,47362,47548,46567,45795,40746,37153,3,0,0,0,0,62126,33723,65840,73029,58926,39253,39933,175.16256605874327,21.802014319782288,592.4270333991656,617.0388985310991,295.13138317896653,149.54206516856726,99.1238902702205,1091.7808760209589,0,0,0,0
82804.30741,2021,골목상권,2110951,신사은행나무공원,3,0,0,1,0,0,1,0,0,979,574,273,16,3,77,37,7,11,3,23,589079,83681,87680,90947,90806,88287,85870,75959,69529,1,0,0,0,0,29000,44229,131563,158821,113074,63306,78085,175.20258359006894,21.80975814775584,592.5668303651455,617.2333132339539,295.21628078324125,149.59253554137146,99.14041576044713,1091.476831900704,0,0,0,0
96850.8963,2021,골목상권,2110952,논현목련공원,3,0,0,1,0,0,1,0,0,868,571,117,27,0,120,93,26,13,2,3,182662,20802,26422,26507,26263,26046,25397,25644,26386,2,0,0,0,0,21629,15688,43845,46625,31914,18959,25629,175.23067361625928,21.817093303500386,592.6560259295462,617.3503780252364,295.2872100586874,149.6187268657295,99.15571247204532,1091.8695324080766,0,0,0,0
64905.77778,2021,골목상권,2110954,국기원,3,0,0,1,0,0,1,0,0,448,303,636,3,0,28,2,3,0,0,1,390541,68491,55224,57150,58328,55861,57975,59554,46449,3,0,0,0,2,39798,37119,142260,95261,55902,30266,29731,175.2303567602528,21.824843341928517,592.5833966156787,617.1804234857079,295.3573448239504,149.6259833430218,99.15783591210794,1092.2500388052792,0,0,0,0
125163.8943,2021,골목상권,2110955,논현초등학교,29,0,0,1,0,0,1,0,0,7089,4515,3430,182,20,938,611,151,104,91,141,2872248,360043,420581,425590,421924,416133,407199,389847,390974,12,0,0,0,0,190912,195282,674738,808203,514733,292958,386336,175.2815224755577,21.833008433914483,592.7216105352073,617.3415356864847,295.45757437288944,149.67154593912687,99.1768465529284,1092.657061061789,0,0,0,0
183292.5593,2021,골목상권,2110957,언북중학교,6,0,0,1,0,0,1,0,0,1761,1088,1251,50,1,120,168,116,24,54,46,926423,158070,145142,152171,151117,146926,138550,99667,92848,7,0,0,0,0,94815,64414,195322,261558,193378,93472,118278,175.18320349799404,21.828409178738998,592.046042829497,616.8577389548893,295.435110441412,149.62610588391232,99.15879747819731,1092.930807792045,0,0,0,0
190312.1778,2021,골목상권,2110958,역삼역 4번,3,0,0,1,0,0,1,0,0,861,544,994,29,4,151,61,24,8,16,26,396940,73868,63871,67031,66019,63457,59799,41853,34911,4,0,0,0,0,73119,18327,93761,115141,77868,45967,45877,175.21787532810032,21.83410456966928,592.2042166527382,616.877037858907,295.4954214424175,149.67372783855973,99.17451362213396,1093.2820972515967,0,0,0,0
72498.99259,2021,골목상권,2110959,신구중학교,3,0,0,1,0,0,1,0,0,361,170,271,2,0,0,0,0,0,3,79,110475,19540,16452,17296,17207,16827,16510,13969,12217,3,0,0,0,0,35959,14982,17304,22649,20896,14182,20463,175.23979372815307,21.83691927501099,592.1647620467467,616.9148784840548,295.55534542159484,149.7003644645229,99.1815871450426,1093.7047834531006,0,0,0,0
141192.6111,2021,골목상권,2110960,은광여고,3,0,0,1,0,0,1,0,0,727,422,1522,16,21,106,42,8,21,7,34,103270,13310,15249,15436,15195,14837,14558,13782,14215,3,0,0,0,0,25543,15764,16270,22943,17913,12447,17933,175.2876684372668,21.843441894152264,592.3769386373756,617.1413673137434,295.65648024260867,149.7513118963452,99.19401778225227,1093.954661864737,0,0,0,0
147277.3111,2021,골목상권,2110961,언주역 3번,7,0,0,1,0,0,1,0,0,2163,1335,962,56,0,231,194,84,53,12,94,1156382,175293,168995,174502,177502,175483,169294,148745,141864,1,1,0,0,0,63031,185188,181440,242071,226249,141274,180158,175.3207358460136,21.83472831997358,592.3775057455458,617.232858815932,295.7358280516048,149.74214851574237,99.21386704822518,1094.1020896496896,0,0,0,0
106139.8185,2021,골목상권,2110963,역삼월드메르디앙아파트,3,0,0,1,0,0,1,0,0,1684,860,780,45,3,173,147,100,27,13,133,368698,44834,55196,54938,54647,53933,52963,48329,48693,1,0,0,0,1,40391,49434,66697,85247,71995,41845,53482,175.31386629735053,21.838778867057588,592.2714009291312,617.1118674068776,295.7752579643114,149.7375118388543,99.23001773481836,1094.1276671165965,0,0,0,0
139636.1259,2021,골목상권,2110965,언주역 6번,6,0,0,1,0,0,1,0,0,2245,1500,1139,65,14,323,214,91,41,17,6,811388,124355,123362,126848,125777,123162,118135,98176,95929,2,0,0,0,2,65107,44914,178745,242306,166036,89083,90307,175.30699391938404,21.83253454204402,592.2014962342915,617.0011227064685,295.76322141487327,149.70857341704163,99.20746008149662,1094.0857098131023,0,0,0,0
71548.60556,2021,골목상권,2110966,논현2동주민센터,6,0,0,1,0,0,1,0,0,2864,1577,1637,60,12,139,216,69,132,116,158,1770300,302016,270291,285934,285748,276780,265212,204944,181394,5,0,0,0,0,93544,145602,357635,447598,353935,211505,254025,175.2873510008994,21.827523230076164,591.9519910844704,616.9010407965454,295.76477134132097,149.7191617915956,99.22196068284812,1094.3551026095658,0,0,0,0
170951.1457,2021,골목상권,2110967,역삼역 8번,9,0,0,1,0,0,1,0,0,1279,864,377,33,3,211,83,61,9,4,22,586716,90033,89646,92947,92367,90533,86346,68160,66717,3,0,0,0,0,68671,37100,127404,171224,116965,68291,65731,175.31465221630344,21.829923363202223,592.1088905865645,617.0377380950612,295.82480625538244,149.71369192412922,99.2109318363419,1094.1653806584166,0,0,0,0
271826.0321,2021,골목상권,2110971,선정릉역 4번,9,0,0,1,0,0,1,0,0,3870,2549,1542,131,34,725,636,125,68,27,48,850817,115788,127643,128788,128424,127263,123064,108439,107197,1,0,1,0,0,133221,45528,184141,252208,159286,100814,108842,175.3036615458818,21.82532283740453,591.8782929302987,616.9817404583623,295.816496867514,149.72592985325775,99.22584572919048,1094.59296112821,0,0,0,0
118655.8556,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,3,0,0,1,0,0,1,0,0,1921,1003,2628,55,0,223,122,169,90,16,4,272277,35459,40503,40510,40764,40104,38835,35502,36058,2,0,0,0,0,46603,37104,45221,56550,52144,37264,43992,175.23665316925326,21.805893398704946,591.4746184216209,616.6440064140701,295.7744114049388,149.6718631027855,99.22140826861764,1094.7653635009974,0,0,0,0
149388.3315,2021,골목상권,2110974,언주중학교,6,0,0,1,0,0,1,0,0,1513,796,292,58,4,186,161,60,23,20,88,753898,94289,109514,112525,111735,109398,105919,102532,102273,2,0,0,0,0,35150,115191,127352,173164,145192,83000,110000,175.2194524498007,21.80045925265828,591.3932652990597,616.6236785748666,295.70965622017974,149.62848248627094,99.19761148454376,1094.7125485765746,0,0,0,0
232771.4574,2021,골목상권,2110975,매봉역 1번,6,0,0,1,0,0,1,0,0,890,353,10837,25,1,20,49,10,9,19,142,292466,43648,42851,43015,43089,41739,41192,39665,40914,12,0,0,0,0,52363,29556,47575,50067,46239,51518,67512,175.19730230665814,21.80531940885789,591.3295887196936,616.6231117209024,295.7288941346032,149.64027345928838,99.21663850739571,1094.4496624763178,23407,180234,2,1
79297.79074,2021,골목상권,2110976,언북초등학교,6,0,0,1,0,0,1,0,0,2022,1080,578,56,0,63,179,110,70,55,51,763158,117145,109641,115100,115404,113659,111290,103238,94825,2,1,0,0,0,55724,78107,137113,176276,147711,97001,126949,175.23733414451095,21.801944334479334,591.548422981934,616.8540108608204,295.83215974174266,149.68707752578726,99.23855639804952,1094.184608795295,0,0,0,0
61840.33457,2021,골목상권,2110977,논현로18길,9,0,0,1,0,0,1,0,0,691,340,148,16,2,30,56,25,6,0,0,125552,18796,19239,19114,19136,18778,18430,15532,15324,0,0,0,0,0,17287,15950,18374,25664,23153,21115,21296,175.2530826346858,21.802686486182168,591.6606752154521,616.99974974503,295.79667051593617,149.68035885919986,99.2345360341278,1093.9548660476817,0,0,0,0
64676.35926,2021,골목상권,2110980,개포지구대옆,3,0,0,1,0,0,1,0,0,2629,1125,663,77,9,153,231,220,22,12,54,531208,64535,78873,78560,78188,77603,76534,70847,70603,1,0,0,0,0,85827,74676,73669,86137,95277,89442,112004,175.24083102127338,21.7873663405834,591.6687726928885,616.9445601856169,295.6944450919312,149.71811847981732,99.26263922030329,1094.3819479529732,0,0,0,0
138565.5383,2021,골목상권,2110981,국악고교사거리,9,0,0,1,0,0,1,0,0,2118,907,361,55,14,127,219,196,12,12,0,450855,60958,66188,67050,66477,65522,64495,61250,59875,2,0,0,0,0,67409,67498,58634,83218,83503,75831,82171,175.22280829928877,21.777394086193198,591.6888174921853,616.8930546502733,295.6234790478999,149.74065477243667,99.29404887401842,1094.630457816216,1536,0,1,0
56895.53333,2021,골목상권,2110982,강남구보훈회관,3,0,0,1,0,0,1,0,0,827,406,166,22,4,104,61,21,6,7,3,191463,23002,27568,27214,27065,27182,26889,27534,28010,1,0,0,0,0,19865,42066,22594,34482,44124,19181,29016,175.16606316267394,21.75341442972128,591.5391835619927,616.6450699116614,295.42974901455875,149.7496089136115,99.3135274773438,1095.0779991909342,0,0,0,0
479048.0778,2021,골목상권,2110983,국립국악고등학교,3,0,0,1,0,0,1,0,0,2703,1231,783,66,10,167,234,131,48,11,10,465846,52212,67072,66873,66655,66549,66412,65590,66696,3,1,0,0,0,56041,87685,59507,64537,83213,78910,91995,175.18301788391065,21.75578404027718,591.6168356145306,616.7960769421027,295.4995306245318,149.78863264051165,99.33713271930316,1094.1809967194313,2756,0,1,0
198557.6556,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),8,0,0,1,0,0,1,0,0,4267,1912,1556,106,27,365,331,208,76,25,35,965569,106023,138799,139519,138672,139147,137358,134531,137542,10,0,0,0,0,137097,175648,109551,174787,169700,148999,186884,175.15549853378047,21.74579877834978,591.5989677544048,616.7132087695089,295.3621745827792,149.8128454216651,99.36404257627156,1094.5888142633848,1772,0,1,0
187195.6185,2021,골목상권,2110985,청담근린공원,3,0,0,1,0,0,1,0,0,956,480,1338,27,0,14,44,37,37,5,102,252557,37899,36756,37840,37378,37649,36234,34279,32421,1,0,0,0,0,43265,23451,38400,54575,46905,34904,54320,175.1242610949558,21.7337500958038,591.5259030788505,616.6035354617533,295.2231145228874,149.81359206310728,99.38396186893064,1094.9576729183532,0,0,0,0
105609.9222,2021,골목상권,2110988,청담역 3번,3,0,0,1,0,0,1,0,0,1289,463,1594,21,0,0,2,2,4,13,324,198214,29578,27953,28754,28789,28275,27992,28632,27820,2,0,0,0,0,79185,25335,25619,35533,36490,27604,47632,175.1601442337923,21.742701393207337,591.7604689367909,616.8191876592252,295.30557873809454,149.85099469575272,99.40512495042528,1094.6730591098355,0,291925,0,1
66224.64938,2021,골목상권,2110989,대치동아우편취급국,9,0,0,1,0,0,1,0,0,1588,904,444,60,2,281,245,106,41,8,4,708798,109899,107719,108371,108377,107310,104060,87583,85379,1,1,0,0,0,40587,120591,107337,147652,150965,91702,90551,175.2063386918787,21.750832654077687,591.988541617572,617.0328693674868,295.4132004756308,149.9077702289882,99.4287679178678,1094.298542247854,0,0,0,0
