매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
125163.1502,2020,골목상권,2110949,한남IC,6,1,0,0,0,0,1,0,0,618,300,1683,5,0,5,17,8,10,7,65,396526,79731,57612,59407,58948,59700,60271,52877,47711,2,0,0,0,0,62126,42421,85100,91787,70027,46985,60207,174.3725,22.3,594.38,614.17,292.83,149.0925,99.8325,1085.5625,0,0,0,0
94688.22344,2020,골목상권,2110951,신사은행나무공원,3,1,0,0,0,0,1,0,0,1039,580,273,16,5,76,41,9,5,3,22,582009,129649,85107,89345,88383,89759,89112,74083,66223,2,0,0,0,1,29000,38359,139161,153097,110939,59120,81334,174.42140520833334,22.30720833333333,594.5197416666666,614.3579874999999,292.9253458333334,149.13295520833336,99.856596875,1085.263984375,0,0,0,0
177736.4615,2020,골목상권,2110952,논현목련공원,3,1,0,0,0,0,1,0,0,879,583,117,27,1,131,89,23,8,2,3,235902,70687,34098,34125,34124,34019,33613,32730,33196,2,0,0,0,0,21629,19605,59950,59971,37953,21834,36587,174.44908079383683,22.311919670138888,594.5857915590277,614.4852199947917,292.9978147274306,149.16134393967013,99.86987045703124,1085.670761035156,0,0,0,0
34587.75458,2020,골목상권,2110954,국기원,3,1,0,0,0,0,1,0,0,497,335,636,3,0,28,2,3,0,0,1,540467,51576,75635,77314,77420,80311,84004,82246,63536,3,0,0,0,2,39798,53752,235048,117395,64711,35369,34193,174.4496845775009,22.31121630333478,594.5085356388441,614.3395888364562,293.068230483567,149.16057783297833,99.87731623638837,1086.0656238522542,0,0,0,0
221061.4832,2020,골목상권,2110955,논현초등학교,30,1,0,0,0,0,1,0,0,7080,4369,3430,175,41,975,495,132,140,68,107,2839662,749107,415057,418275,411498,411538,408607,386684,388001,10,0,0,0,2,190912,197875,719028,767691,470543,266093,418431,174.50070527940818,22.31801264346117,594.6374975286935,614.5013969984714,293.1624255796018,149.20231140707543,99.89809845148685,1086.4898178621927,0,0,0,0
156661.2839,2020,골목상권,2110957,언북중학교,6,1,0,0,0,0,1,0,0,1816,1116,1251,51,1,145,166,105,44,40,31,977352,186377,150441,160073,154636,158291,152560,105859,95493,8,0,0,0,3,94815,48672,219065,281063,190583,98851,139117,174.4075805732746,22.29564514872928,593.9219298193304,614.1103559138875,293.1491599235933,149.1553123701617,99.85472265917495,1086.823355286302,0,0,0,0
114302.1758,2020,골목상권,2110958,역삼역 4번,3,1,0,0,0,0,1,0,0,858,528,994,29,6,161,60,19,6,27,11,477623,71759,75865,81149,78223,79799,75255,47320,40011,9,0,0,0,2,73119,20707,123771,135925,88239,51344,57636,174.44150039851348,22.300351667541246,594.060230623422,614.1304018955182,293.2179720735615,149.1962104169826,99.8613287936163,1087.1957816843378,0,0,0,0
36192.9011,2020,골목상권,2110959,신구중학교,3,1,0,0,0,0,1,0,0,365,166,271,2,0,0,0,0,0,26,56,121462,20245,17793,18829,18324,18910,18504,14824,14276,8,0,0,0,0,35959,17848,18659,24404,22117,14353,24079,174.4637676903462,22.29881014740273,593.999005719515,614.180872896308,293.2747295619254,149.222542171323,99.88210434728028,1087.6337799267064,0,0,0,0
83584.97436,2020,골목상권,2110960,은광여고,3,1,0,0,0,0,1,0,0,719,417,1522,16,22,125,28,4,23,3,34,119943,30420,17692,18240,17917,18057,17336,15266,15436,4,0,0,0,1,25543,15097,19215,25724,22262,14016,23628,174.51271092688384,22.304351318297478,594.2090053052315,614.4121982600147,293.3727606992429,149.2651348972277,99.872888557425,1087.922377335009,0,0,0,0
119836.2601,2020,골목상권,2110961,언주역 3번,6,1,0,0,0,0,1,0,0,2169,1298,962,52,0,217,168,85,41,19,82,782811,153989,117576,121546,121227,121549,118337,94532,88046,3,1,0,0,1,63031,71713,157707,207178,149569,86775,109870,174.54834122310336,22.29322813134677,594.2278423907753,614.5082033426231,293.4558326828676,149.25274537010156,99.89366892765725,1088.0840116588986,0,0,0,0
38957.30037,2020,골목상권,2110963,역삼월드메르디앙아파트,3,1,0,0,0,0,1,0,0,1724,847,780,43,3,184,115,87,10,30,114,424152,125142,62875,63050,61860,62574,61564,55440,56790,1,0,0,0,1,40391,57194,72797,90346,79226,51140,73450,174.54523636527966,22.29293364306816,594.1129373251048,614.4175817606825,293.4960226131521,149.2499340140058,99.88779128971044,1088.14737999709,0,0,0,0
117776.2543,2020,골목상권,2110965,언주역 6번,7,1,0,0,0,0,1,0,0,2309,1512,1139,64,26,366,202,48,44,7,1,805042,168558,120453,125145,123193,123491,119825,97117,95819,2,0,0,0,2,65107,44913,181511,244922,150260,84984,98452,174.5446302137652,22.278889032086106,594.0379843823235,614.3469224197495,293.47706262257424,149.23253815317827,99.87399453608116,1088.122441405422,0,0,0,0
73069.81868,2020,골목상권,2110966,논현2동주민센터,6,1,0,0,0,0,1,0,0,2887,1539,1637,60,28,154,199,70,147,192,53,2182390,365530,328801,348279,343812,349006,336595,252962,222935,9,0,0,0,2,93544,164361,446229,551826,424985,255791,339198,174.52694047635427,22.264005235849478,593.7392502091495,614.2820669707577,293.5043447320004,149.24763504407542,99.8893587004712,1088.4099924226743,0,0,0,0
282864.2442,2020,골목상권,2110967,역삼역 8번,9,1,0,0,0,0,1,0,0,1307,877,377,32,7,213,85,43,8,17,6,650443,135009,97661,102253,102148,101803,99151,74394,73031,7,0,0,0,3,68671,43418,146306,190012,122609,70868,77227,174.5584100348861,22.25994857136441,593.8862248967366,614.4151011653289,293.577888208972,149.2385715586771,99.83347926659638,1088.273079919517,0,0,0,0
380182.884,2020,골목상권,2110971,선정릉역 4번,9,1,0,0,0,0,1,0,0,3836,2425,1542,130,41,815,550,128,40,27,36,839221,207050,126713,130014,127206,128308,124702,101737,100541,7,1,1,0,4,133221,41927,184770,251172,153064,92191,116098,174.54905937240062,22.24589021660248,593.6103441571103,614.3798574574811,293.6077123290591,149.25408763015992,99.85257654962412,1088.716943702817,0,0,0,0
12249.52747,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,1,0,0,0,0,1,0,0,1995,1013,2628,56,2,250,123,180,62,11,2,227419,67624,33203,33584,33299,33485,32407,29940,31502,2,0,0,0,0,46603,27755,40990,49508,39784,28785,40596,174.48345481380576,22.217659337526065,593.0980984671759,614.1225157314217,293.5642155425295,149.22752683333914,99.8370984565198,1088.9376590960264,0,0,0,0
123777.8022,2020,골목상권,2110974,언주중학교,6,1,0,0,0,0,1,0,0,1479,770,292,57,6,206,166,43,19,10,85,725628,186263,105929,108449,106274,108662,105254,95930,95130,2,0,0,0,0,35150,111229,121557,162034,139288,78861,112659,174.47240625331153,22.2090000289167,592.9868893415371,614.1217334463098,293.50653396567225,149.1884549695197,99.83494724754335,1088.8938831206497,0,0,0,0
84833.38828,2020,골목상권,2110975,매봉역 1번,6,1,0,0,0,0,1,0,0,944,361,10837,25,2,22,46,17,9,24,130,284284,56700,40936,41913,40616,41517,40909,38917,39478,11,0,0,0,0,52363,27842,50147,46528,43847,50046,65876,174.4605197559171,22.204920445595416,592.8993838787628,614.1238675019124,293.5546616881579,149.215616825757,99.85904514222985,1088.620922238617,9097,10593,3,1
45202.32967,2020,골목상권,2110976,언북초등학교,6,1,0,0,0,0,1,0,0,2011,1046,578,52,0,99,133,75,92,46,31,763023,166711,107203,114215,112378,114227,114135,105521,95345,2,0,0,0,0,55724,72881,146872,174795,144062,97697,126716,174.50821163914873,22.19833916244775,593.123091955379,614.3539191133715,293.65864279719466,149.2627899994344,99.87981974437244,1088.357430956216,0,0,0,0
45050.42002,2020,골목상권,2110977,논현로18길,9,1,0,0,0,0,1,0,0,707,335,148,14,3,35,56,14,0,0,0,131234,32101,19571,19707,19529,19583,19236,16945,16662,0,0,0,0,0,17287,17063,18046,24876,24599,20577,26075,174.52967339399837,22.198421803765434,593.220226577027,614.5090665796688,293.6372505650269,149.2428994952675,99.86976966926592,1088.1621632191143,0,0,0,0
60238.17216,2020,골목상권,2110980,개포지구대옆,3,1,0,0,0,0,1,0,0,2707,1114,663,75,14,155,238,188,20,49,15,638433,164104,93804,94415,94167,94078,94506,84395,83067,2,0,0,0,0,85827,101175,77272,96799,115561,101746,145882,174.52239409124584,22.18142114618367,593.2265683381007,614.4696953574104,293.5700160860956,149.29008403672387,99.89054873996145,1088.6072307871225,0,0,0,0
111115.7399,2020,골목상권,2110981,국악고교사거리,9,1,0,0,0,0,1,0,0,2105,876,361,52,14,128,232,153,12,4,0,524293,147995,76615,75931,76300,75494,73664,72364,73925,7,0,0,0,0,67409,76468,67685,101126,98072,83479,97465,174.51219508878387,22.16858007166125,593.2387460749084,614.439057730476,293.52817025946484,149.32228823840583,99.90800313526977,1088.875400466617,495,0,4,0
107218.8132,2020,골목상권,2110983,국립국악고등학교,3,1,0,0,0,0,1,0,0,2836,1257,783,65,10,190,223,121,44,9,5,528604,142178,76035,76014,76993,76626,76814,73242,72878,4,1,0,0,0,56041,105566,60859,69843,91483,88112,112739,174.45949183673753,22.14156698002444,593.0459288857728,614.2209073378637,293.3767236637396,149.34575585850516,99.93754813657613,1089.3274318834783,0,0,0,0
68735.03755,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,1,0,0,0,0,1,0,0,4522,1948,1556,107,30,399,353,203,44,16,34,964524,326912,138404,140210,139458,138293,138107,133935,136115,14,0,0,0,1,137097,172015,103226,171060,166655,146894,204674,174.43551662500286,22.12787596626612,593.0180313561419,614.1339160492544,293.27896396526614,149.3796499234462,99.95918878163305,1089.7504849800964,199,0,1,0
198378.8095,2020,골목상권,2110985,청담근린공원,3,1,0,0,0,0,1,0,0,980,472,1338,27,0,21,42,45,27,6,98,318301,69924,46000,47310,46863,47853,47158,42697,40422,1,0,0,0,0,43265,24402,46820,71736,60169,45094,70082,174.4056980902633,22.11376258125206,592.9051222025403,614.0214718476083,293.166163533585,149.39314144424765,99.98750511029203,1090.1220476821711,0,0,0,0
52457.19414,2020,골목상권,2110988,청담역 3번,3,1,0,0,0,0,1,0,0,1340,480,1594,19,0,0,4,5,19,12,305,198220,36951,28256,28951,28512,28957,28640,27983,26922,5,0,0,0,0,79185,25339,25221,36223,36393,28879,46166,174.44878379780087,22.122976648994246,593.1379993367913,614.210647460878,293.2453994350573,149.43038858651607,99.99833323742132,1089.8604318687055,0,30923,0,1
86405.76557,2020,골목상권,2110989,대치동아우편취급국,9,1,0,0,0,0,1,0,0,1575,908,444,59,2,306,232,96,26,6,3,632935,133641,96064,96570,96174,97714,94603,77560,74250,7,2,0,0,3,40587,108311,103648,131310,125545,82066,82054,174.50022079104997,22.131361222597995,593.3672235031817,614.4190685639868,293.3592516848219,149.47890124842715,99.99916587627024,1089.6337070486509,0,0,0,0
78996.98535,2020,골목상권,2110992,도곡초등학교,18,1,0,0,0,0,1,0,0,8040,3724,2179,203,18,727,607,317,115,78,65,1847671,519625,260726,261566,259118,260243,255881,270556,279578,8,2,0,0,1,138866,623887,211500,209506,350268,226208,226301,174.46167921637957,22.13099928977408,592.9765431796415,614.1692431758885,293.23231803969065,149.39201745728064,100.01083219538538,1089.8456377599211,0,0,0,0
47709.76923,2020,골목상권,2110994,개포고등학교,6,1,0,0,0,0,1,0,0,1706,744,494,54,3,101,106,56,31,2,22,586961,196928,85369,83868,82690,83148,82787,84150,84948,17,1,0,0,4,61589,98679,63375,73532,94152,92077,165147,174.35187158271972,22.12397053947815,592.6248667392995,613.9355636938784,293.06158150554046,149.32968079788785,99.93208670880011,1089.2801567756544,0,0,0,0
35593.65568,2020,골목상권,2110995,봉은사역 4번,3,1,0,0,0,0,1,0,0,2888,1115,5085,70,1,58,47,25,43,75,644,561116,148306,82154,81880,81035,81274,80892,76945,76938,7,0,0,0,0,122756,95703,68285,99025,106315,82276,109511,174.40118486254585,22.131938860536263,592.8297104337743,614.1472035120842,293.16035716450114,149.37898483155362,99.9728917449288,1088.9015235076442,0,0,1,0
52810.58608,2020,골목상권,2110996,대치2동주민센터,3,1,0,0,0,0,1,0,0,1545,729,1959,92,0,39,67,112,103,152,254,731331,156870,107458,108557,106690,107447,105097,98474,97606,4,1,0,0,0,112840,266504,71498,74211,142146,92843,84130,174.41968535623857,22.14074383506149,593.0392228131217,614.3497648468808,293.2512573133197,149.39080940856678,99.95746378315584,1088.0414824757725,3,0,1,0
188701.8599,2020,골목상권,2110997,대청초등학교,24,1,0,0,0,0,1,0,0,7401,3439,1724,121,1,177,379,105,30,36,11,2698325,899751,385285,391674,389970,389547,384695,377073,380080,51,0,2,0,6,236963,401391,354293,377614,391528,431727,741771,174.40361022513702,22.14538581165943,593.1684058226272,614.4344939155671,293.25177867053355,149.37513891248702,99.89452939306548,1087.0627497601374,7721,0,13,0
222523.3993,2020,골목상권,2110999,윗방죽마을공원,6,1,0,0,0,0,1,0,0,3125,2339,268,2,0,1,9,6,1,0,0,115083,31529,16096,16156,16262,16229,16054,16999,17289,4,0,1,0,0,239796,16364,18247,26692,20549,13928,19301,174.41002839606415,22.15419638908096,593.2988926583865,614.278008288032,293.1352169116463,149.27112855370055,99.8228187803126,1087.1506925725373,3133,0,4,0
0.0,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,1,0,0,0,0,1,0,0,458,199,39,0,0,0,0,0,0,0,0,63437,3537,9166,9195,9218,9061,9321,9208,8271,5,0,0,0,0,52892,18340,4909,6685,8753,7883,16869,174.4772825745625,22.16342730424308,593.5456838636609,614.5131241248185,293.1769399186928,149.21415819059794,99.70066162147106,1087.0357553611095,603,0,1,0
0.0,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,1,0,0,0,0,1,0,0,317,0,317,0,0,0,0,0,0,0,0,210,0,24,6,12,0,12,84,72,3,0,0,0,0,59240,69,0,0,0,0,141,174.54873144230191,22.172662065619843,593.7929945652706,614.7520879265373,293.2499303103256,149.18383075651067,99.61803689714668,1087.3961869258433,570,0,1,0
175753.2619,2020,골목상권,2110949,한남IC,6,1,0,0,0,0,0,1,0,618,300,1683,5,0,5,17,8,10,7,65,402072,81074,58306,59257,60073,60113,61157,54783,48381,2,0,0,0,0,62126,46431,86964,91997,71455,47466,57756,174.54873144230191,22.172662065619843,593.7929945652708,614.7520879265372,293.2499303103256,149.18383075651067,99.61803689714668,1087.3961869258433,0,0,0,0
112557.9341,2020,골목상권,2110951,신사은행나무공원,3,1,0,0,0,0,0,1,0,1039,580,273,16,5,76,41,9,5,3,22,581665,130109,86398,87502,88952,88422,88450,74956,66984,2,0,0,0,1,29000,43193,137381,153553,112973,58249,76317,174.5976896811367,22.17981436135729,593.932433546764,614.9402395666566,293.34541133086304,149.2243071541602,99.64203441355532,1087.0985593485527,0,0,0,0
150574.3663,2020,골목상권,2110952,논현목련공원,3,1,0,0,0,0,0,1,0,879,583,117,27,1,131,89,23,8,2,3,244114,72026,35711,35108,35212,34638,34340,34102,35001,2,0,0,0,0,21629,20421,62714,61770,40788,23503,34917,174.62542716122047,22.184470677209585,593.998211320003,615.0676615739729,293.4180249965568,149.25272210924314,99.65521310344018,1087.5059306768946,0,0,0,0
30195.31502,2020,골목상권,2110954,국기원,3,1,0,0,0,0,0,1,0,497,335,636,3,0,28,2,3,0,0,1,446535,46303,62511,63880,64665,65129,70218,68716,51415,3,0,0,0,2,39798,35239,184015,106080,57191,32359,31652,174.62610414046296,22.18371452172321,593.9207428532475,614.9223336529292,293.4885864397041,149.2519943800092,99.66256637836872,1087.901393371887,0,0,0,0
218306.5714,2020,골목상권,2110955,논현초등학교,30,1,0,0,0,0,0,1,0,7080,4369,3430,175,41,975,495,132,140,68,107,2715874,709538,398200,395645,397929,396594,394007,368939,364558,10,0,0,0,2,190912,193122,686157,750429,459486,250135,376544,174.67717707013412,22.19045492760481,594.0494062197002,615.0843171321683,293.5829173794957,149.29374864672306,99.68325049597738,1088.3261752933247,0,0,0,0
181537.7179,2020,골목상권,2110957,언북중학교,6,1,0,0,0,0,0,1,0,1816,1116,1251,51,1,145,166,105,44,40,31,985240,179300,154857,156547,158877,159212,154119,105952,95679,8,0,0,0,3,94815,54089,220735,282722,194158,99253,134285,174.58416464908876,22.1680436218687,593.333891603382,614.6936816957385,293.5698323804868,149.24680726756716,99.6398032866879,1088.6603386316392,0,0,0,0
122343.3333,2020,골목상권,2110958,역삼역 4번,3,1,0,0,0,0,0,1,0,858,528,994,29,6,161,60,19,6,27,11,449156,66614,73797,73162,72746,72512,71054,47097,38790,9,0,0,0,2,73119,26429,115386,124293,80964,50092,51992,174.61814389300758,22.17269503528889,593.4718898922629,614.7139622795352,293.6387910778547,149.28772638762865,99.64631715727796,1089.033375007579,0,0,0,0
42585.68132,2020,골목상권,2110959,신구중학교,3,1,0,0,0,0,0,1,0,365,166,271,2,0,0,0,0,0,26,56,128627,21486,19330,19861,19906,20031,19985,15888,13627,8,0,0,0,0,35959,19695,20893,25837,23744,15146,23311,174.64047548146783,22.17110098907285,593.4104454482364,614.7646553083896,293.6957001953382,149.3140852907472,99.66699450719769,1089.4719561716806,0,0,0,0
94401.8022,2020,골목상권,2110960,은광여고,3,1,0,0,0,0,0,1,0,719,417,1522,16,22,125,28,4,23,3,34,110849,29259,16608,16343,16609,16470,16159,14261,14400,4,0,0,0,1,25543,15653,17274,24246,20358,13059,20257,174.68947193106442,22.176586662121192,593.6201124392603,614.9961274680348,293.7938658347365,149.3566984041544,99.6576929638854,1089.76119896892,0,0,0,0
124104.8114,2020,골목상권,2110961,언주역 3번,6,1,0,0,0,0,0,1,0,2169,1298,962,52,0,217,168,85,41,19,82,774686,139886,119044,120786,121344,119111,117557,93061,83782,3,1,0,0,1,63031,72066,151923,197306,153599,89683,110109,174.72516100725397,22.16541489480013,593.6386964094556,615.0923357676884,293.87707860684594,149.34435217275254,99.6783750517504,1089.9235318297983,0,0,0,0
49563.4359,2020,골목상권,2110963,역삼월드메르디앙아파트,3,1,0,0,0,0,0,1,0,1724,847,780,43,3,184,115,87,10,30,114,423002,127310,62912,62599,62924,61681,61016,55185,56685,1,0,0,0,1,40391,61647,73262,91138,79050,48995,68910,174.72213108680717,22.1650672958392,593.5235938257028,615.0019952161548,293.9174272443332,149.34158014117102,99.67241019337962,1089.9876399230218,0,0,0,0
128602.7967,2020,골목상권,2110965,언주역 6번,6,1,0,0,0,0,0,1,0,2309,1512,1139,64,26,366,202,48,44,7,1,836963,169546,127957,128717,128885,128453,125700,100960,96291,2,0,0,0,2,65107,44305,183686,254426,164172,90513,99862,174.72159886318653,22.150975278886197,593.4484266427899,614.9316087085397,293.89865066259404,149.32422969558218,99.6585294812569,1089.9634781737186,0,0,0,0
94191.66758,2020,골목상권,2110966,논현2동주민센터,4,1,0,0,0,0,0,1,0,2887,1539,1637,60,28,154,199,70,147,192,53,1723890,293277,261027,267526,273224,272584,270055,203667,175807,9,0,0,0,2,93544,128712,363948,447574,332131,198632,252895,174.70399019965598,22.136044406449244,593.149571343599,614.867023789218,293.9260969977305,149.3393584876253,99.67379750686342,1090.2516762071104,0,0,0,0
240980.7521,2020,골목상권,2110967,역삼역 8번,9,1,0,0,0,0,0,1,0,1307,877,377,32,7,213,85,43,8,17,6,642666,130901,99056,100122,100800,100846,98827,73470,69545,7,0,0,0,3,68671,39171,142448,191909,123580,73272,72287,174.735520391326,22.131936136730975,593.2962392200436,615.0002462064563,293.9997855012697,149.3303369792903,99.61785156663304,1090.11558777571,0,0,0,0
371924.0525,2020,골목상권,2110971,선정릉역 4번,9,1,0,0,0,0,0,1,0,3836,2425,1542,130,41,815,550,128,40,27,36,859150,208909,130148,130518,130671,129769,127781,107003,103260,7,1,1,0,4,133221,45750,188151,250700,158389,96948,119210,174.7262473885735,22.11783032087789,593.0202276578696,614.9652608862591,294.02977291713864,149.345884808103,99.63685108831844,1090.5600340846545,0,0,0,0
16845.64103,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,3,1,0,0,0,0,0,1,0,1995,1013,2628,56,2,250,123,180,62,11,2,230597,68570,34345,33720,33819,33683,33045,30564,31422,2,0,0,0,0,46603,30218,41728,49028,39867,30187,39568,174.66074395141757,22.08955786370208,592.507949535278,614.7082701577651,293.9864700320562,149.31937330656535,99.6212895935614,1090.7814251858974,0,0,0,0
111817.1337,2020,골목상권,2110974,언주중학교,6,1,0,0,0,0,0,1,0,1479,770,292,57,6,206,166,43,19,10,85,720058,184523,106813,106261,105432,106551,104688,94825,95488,2,0,0,0,0,35150,110945,122924,166764,135870,75549,108005,174.6497738322803,22.080848808251726,592.3965409345013,614.7077321611629,293.92898834527244,149.28035596933358,99.61904939764034,1090.7384353588195,0,0,0,0
119627.3718,2020,골목상권,2110975,매봉역 1번,6,1,0,0,0,0,0,1,0,944,361,10837,25,2,22,46,17,9,24,130,283473,56061,41270,41215,40986,40819,40489,39086,39610,11,0,0,0,0,52363,27948,51001,45936,43927,50456,64206,174.63796615790807,22.076717549946125,592.3088260410964,614.7101093923836,293.9772719722384,149.3075447889793,99.64304733574848,1090.4663564064492,9023,7155,3,1
47249.66484,2020,골목상권,2110976,언북초등학교,6,1,0,0,0,0,0,1,0,2011,1046,578,52,0,99,133,75,92,46,31,801962,180128,113576,119356,119245,119027,119735,111605,99417,2,0,0,0,0,55724,79078,151970,183950,154701,100715,131548,174.6857120830051,22.07008561223265,592.532194981555,614.9403093546462,294.08138578813686,149.354736602719,99.66372332381,1090.2037434770057,0,0,0,0
53973.4359,2020,골목상권,2110977,논현로18길,9,1,0,0,0,0,0,1,0,707,335,148,14,3,35,56,14,0,0,0,137050,33211,20650,20327,20501,20392,20290,17617,17273,0,0,0,0,0,17287,18321,19263,25764,25399,21445,26858,174.70723882689637,22.070114802408508,592.6290430427717,615.0956364305956,294.0601785352373,149.33489267793877,99.6535874318166,1090.0093260440517,0,0,0,0
57026.40659,2020,골목상권,2110980,개포지구대옆,3,1,0,0,0,0,0,1,0,2707,1114,663,75,14,155,238,188,20,49,15,525326,140237,78860,77113,78346,78004,77478,68685,66840,2,0,0,0,0,85827,82697,67512,82916,96763,84329,111109,174.700036510706,22.05306778649947,592.6351359386664,615.0565259084926,293.9931482055976,149.38209588188627,99.67426780975572,1090.4549775750988,0,0,0,0
125653.4799,2020,골목상권,2110981,국악고교사거리,9,1,0,0,0,0,0,1,0,2105,876,361,52,14,128,232,153,12,4,0,526293,143475,76897,76076,76430,75497,75485,72891,73016,7,0,0,0,0,67409,79356,68623,97514,97296,85243,98262,174.68991574290538,22.040178601904096,592.6470622760003,615.026145452811,293.951496039086,149.41432499304074,99.69162485590722,1090.723805137604,569,0,4,0
163445.8242,2020,골목상권,2110983,국립국악고등학교,3,1,0,0,0,0,0,1,0,2836,1257,783,65,10,190,223,121,44,9,5,427251,125206,62312,61417,62454,61774,61825,59139,58332,4,1,0,0,0,56041,87101,53344,56394,75953,71066,83393,174.63730846083246,22.013123282704555,592.4540789616628,614.8083304363398,293.8002888321052,149.43782117171338,99.7210674318572,1091.1764181343294,0,0,0,0
62985.95513,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),12,1,0,0,0,0,0,1,0,4522,1948,1556,107,30,399,353,203,44,16,34,941374,322638,135345,135835,136195,135457,135210,131041,132294,14,0,0,0,1,137097,169428,105315,158439,164282,144619,199292,174.61341729401065,21.999384475242124,592.4259465497352,614.7216200366883,293.70274626185625,149.47173946457957,99.74260890100832,1091.600065122307,204,0,1,0
178933.9414,2020,골목상권,2110985,청담근린공원,3,1,0,0,0,0,0,1,0,980,472,1338,27,0,21,42,45,27,6,98,319715,73633,46757,47462,47676,47644,47127,43101,39949,1,0,0,0,0,43265,24851,50621,72416,59941,44088,67799,174.58368527289193,21.98522345253293,592.3128378227672,614.6094674419513,293.59016931319394,149.48526372091632,99.77082323207914,1091.9722434084886,0,0,0,0
68559.49084,2020,골목상권,2110988,청담역 3번,3,1,0,0,0,0,0,1,0,1340,480,1594,19,0,0,4,5,19,12,305,192689,35463,27690,27690,27833,27804,27718,27434,26520,5,0,0,0,0,79185,25672,25500,35029,34594,27799,44095,174.62682716596686,21.994380147015452,592.5453712829183,614.7988091610024,293.6695488089512,149.52253371830116,99.78155660285468,1091.7115071500166,0,26324,0,1
97075.72039,2020,골목상권,2110989,대치동아우편취급국,9,1,0,0,0,0,0,1,0,1575,908,444,59,2,306,232,96,26,6,3,586170,127669,88984,88872,89154,88817,87638,73179,69523,7,2,0,0,3,40587,96847,96873,122373,121346,76952,71779,174.67831688990103,22.00270766894258,592.7742531535067,615.0073884234603,293.7835302953356,149.57106455283605,99.78229860893669,1091.4856477194253,0,0,0,0
90904.48779,2020,골목상권,2110992,도곡초등학교,18,1,0,0,0,0,0,1,0,8040,3724,2179,203,18,727,607,317,115,78,65,1814591,484082,252023,251908,250298,250202,251043,280412,278706,8,2,0,0,1,138866,607665,215215,213547,334069,221662,222435,174.63986554333292,22.002292303540223,592.3834885775607,614.7579121170977,293.65682622632073,149.48425533357445,99.79386974538356,1091.698261483573,0,0,0,0
37018.18681,2020,골목상권,2110994,개포고등학교,6,1,0,0,0,0,0,1,0,1706,744,494,54,3,101,106,56,31,2,22,615454,194130,87890,88653,88839,89645,87754,87350,85320,17,1,0,0,4,61589,112476,68514,77393,98331,95238,163500,174.53017785717853,21.995212875095216,592.0317116048733,614.5245751375546,293.48633760750624,149.42198305341347,99.71506669238288,1091.1337876233,0,0,0,0
43051.22344,2020,골목상권,2110995,봉은사역 4번,3,1,0,0,0,0,0,1,0,2888,1115,5085,70,1,58,47,25,43,75,644,600618,156621,85690,85374,85930,85961,85286,85812,86567,7,0,0,0,0,122756,118034,71209,100590,109284,84437,117065,174.57954486170047,22.00312425072,592.2362229383197,614.736372128449,293.5852490350812,149.4713049955432,99.75576434614896,1090.7560840779536,1,0,1,0
49571.69963,2020,골목상권,2110996,대치2동주민센터,3,1,0,0,0,0,0,1,0,1545,729,1959,92,0,39,67,112,103,152,254,739989,161196,108530,106433,107016,105923,106954,104704,100428,4,1,0,0,0,112840,264137,76415,77092,146294,93958,82092,174.59811193577866,22.011871907634085,592.4454008737375,614.9390944825217,293.6762882891566,149.48316309841513,99.7402523779466,1089.8971736589938,0,0,1,0
198618.1424,2020,골목상권,2110997,대청초등학교,23,1,0,0,0,0,0,1,0,7401,3439,1724,121,1,177,379,105,30,36,11,2682702,888592,387281,388518,390665,385777,386155,370960,373345,51,0,2,0,6,236963,399026,352320,381152,399396,425307,725502,174.58211781330292,22.01645827660852,592.5742827566504,615.0240337138764,293.6769864517093,149.46753759366646,99.67725373253968,1088.9196214614342,8370,0,13,0
